Date,EUR/USD,GBP/USD
2018-04-05,1.2256,1.409
2018-04-06,1.2288,1.409
2018-04-09,1.2327,1.4182
2018-04-10,1.2367,1.4188
2018-04-11,1.2375,1.4238
2018-04-12,1.2334,1.4235
2018-04-13,1.2336,1.4235
2018-04-16,1.2387,1.4297
2018-04-17,1.2377,1.4205
2018-04-18,1.2382,1.4085
2018-04-19,1.2349,1.4003
2018-04-20,1.2288,1.4003
2018-04-23,1.2213,1.3995
2018-04-24,1.2243,1.3938
2018-04-25,1.2176,1.3919
2018-04-26,1.2112,1.3777
2018-04-27,1.2131,1.3777
2018-04-30,1.2085,1.361
2018-05-01,1.1995,1.3571
2018-05-02,1.1956,1.3571
2018-05-03,1.1993,1.3529
2018-05-04,1.1966,1.3529
2018-05-07,1.1942,1.3554
2018-05-08,1.1871,1.3544
2018-05-09,1.185,1.3522
2018-05-10,1.1919,1.3542
2018-05-11,1.1949,1.3542
2018-05-14,1.1936,1.3497
2018-05-15,1.1826,1.3547
2018-05-16,1.1819,1.3512
2018-05-17,1.1795,1.3469
2018-05-18,1.1773,1.3469
2018-05-21,1.1794,1.344
2018-05-22,1.1791,1.337
2018-05-23,1.1712,1.3383
2018-05-24,1.1726,1.3299
2018-05-25,1.1666,1.3299
2018-05-29,1.1542,1.3285
2018-05-30,1.1669,1.329
2018-05-31,1.1696,1.3345
2018-06-01,1.1666,1.3345
2018-06-04,1.1704,1.3407
2018-06-05,1.1729,1.342
2018-06-06,1.1786,1.3418
2018-06-07,1.1797,1.3404
2018-06-08,1.177,1.3404
2018-06-11,1.1778,1.3374
2018-06-12,1.1751,1.3383
2018-06-13,1.1808,1.3256
2018-06-14,1.157,1.3286
2018-06-15,1.1605,1.3286
2018-06-18,1.1633,1.3175
2018-06-19,1.1594,1.3173
2018-06-20,1.1582,1.3248
2018-06-21,1.1609,1.3265
2018-06-22,1.1654,1.3265
2018-06-25,1.1704,1.3221
2018-06-26,1.1654,1.312
2018-06-27,1.1567,1.3075
2018-06-28,1.1566,1.3206
2018-06-29,1.169,1.3206
2018-07-02,1.1645,1.3192
2018-07-03,1.166,1.3231
2018-07-04,1.1665,1.3222
2018-07-05,1.1696,1.3289
2018-07-06,1.1759,1.3289
2018-07-09,1.1759,1.3258
2018-07-10,1.173,1.3208
2018-07-11,1.1678,1.318
2018-07-12,1.1667,1.3235
2018-07-13,1.1689,1.3235
2018-07-16,1.1714,1.3105
2018-07-17,1.1656,1.3078
2018-07-18,1.1648,1.3025
2018-07-19,1.1659,1.3123
2018-07-20,1.1733,1.3123
2018-07-23,1.1697,1.3151
2018-07-24,1.1688,1.32
2018-07-25,1.1741,1.3108
2018-07-26,1.1647,1.3114
2018-07-27,1.1654,1.3114
2018-07-30,1.1707,1.312
2018-07-31,1.1689,1.3126
2018-08-01,1.1663,1.3018
2018-08-02,1.1585,1.3001
2018-08-03,1.1583,1.3001
2018-08-06,1.1559,1.2947
2018-08-07,1.1603,1.2878
2018-08-08,1.161,1.2829
2018-08-09,1.1524,1.2769
2018-08-10,1.1423,1.2769
2018-08-13,1.1401,1.2718
2018-08-14,1.1347,1.2695
2018-08-15,1.1343,1.2712
2018-08-16,1.1374,1.2756
2018-08-17,1.1449,1.2756
2018-08-20,1.1489,1.2905
2018-08-21,1.1574,1.2907
2018-08-22,1.1588,1.2809
2018-08-23,1.1542,1.2845
2018-08-24,1.1633,1.2845
2018-08-27,1.1683,1.2867
2018-08-28,1.1691,1.3035
2018-08-29,1.1709,1.301
2018-08-30,1.1664,1.2961
2018-08-31,1.1621,1.2961
2018-09-04,1.1586,1.2914
2018-09-05,1.1635,1.2925
2018-09-06,1.162,1.2921
2018-09-07,1.1572,1.2921
2018-09-10,1.1594,1.3015
2018-09-11,1.1596,1.3045
2018-09-12,1.1627,1.3112
2018-09-13,1.1693,1.307
2018-09-14,1.1635,1.307
2018-09-15,1.1635,1.3152
2018-09-17,1.1673,1.3167
2018-09-18,1.1679,1.3139
2018-09-19,1.1671,1.3271
2018-09-20,1.1779,1.3073
2018-09-21,1.1769,1.3073
2018-09-22,1.1769,1.3117
2018-09-24,1.1749,1.3179
2018-09-25,1.1766,1.3174
2018-09-26,1.1751,1.3077
2018-09-27,1.1638,1.303
2018-09-28,1.1621,1.303
2018-09-29,1.1621,1.3043
2018-10-01,1.1577,1.2982
2018-10-02,1.155,1.2949
2018-10-03,1.1487,1.3025
2018-10-04,1.1516,1.312
2018-10-05,1.1534,1.312
2018-10-06,1.1534,1.3092
2018-10-08,1.1493,1.3144
2018-10-09,1.1496,1.3205
2018-10-10,1.1533,1.3238
2018-10-11,1.1593,1.3154
2018-10-12,1.1575,1.3154
2018-10-13,1.1575,1.3153
2018-10-15,1.1584,1.3187
2018-10-16,1.1575,1.3105
2018-10-17,1.1501,1.3022
2018-10-18,1.1455,1.3072
2018-10-19,1.1531,1.3072
2018-10-20,1.1531,1.2967
2018-10-22,1.1467,1.2985
2018-10-23,1.1472,1.2887
2018-10-24,1.1399,1.2821
2018-10-25,1.1375,1.2833
2018-10-26,1.1424,1.2833
2018-10-27,1.1424,1.2801
2018-10-29,1.1373,1.2706
2018-10-30,1.1343,1.2773
2018-10-31,1.1317,1.2999
2018-11-01,1.1405,1.2982
2018-11-02,1.1389,1.2982
2018-11-03,1.1389,1.3062
2018-11-05,1.1411,1.3093
2018-11-06,1.142,1.313
2018-11-07,1.1431,1.3067
2018-11-08,1.1365,1.2978
2018-11-09,1.1337,1.2978
2018-11-10,1.1337,1.2853
2018-11-12,1.1223,1.3029
2018-11-13,1.1295,1.2995
2018-11-14,1.1313,1.2773
2018-11-15,1.1329,1.284
2018-11-16,1.1421,1.284
2018-11-17,1.1421,1.286
2018-11-19,1.1453,1.2789
2018-11-20,1.1367,1.2772
2018-11-21,1.1383,1.2879
2018-11-22,1.1405,1.2822
2018-11-23,1.1342,1.2822
2018-11-24,1.1342,1.2812
2018-11-26,1.1331,1.274
2018-11-27,1.1294,1.2826
2018-11-28,1.1368,1.2783
2018-11-29,1.1388,1.2762
2018-11-30,1.1318,1.2762
2018-12-01,1.1318,1.2726
2018-12-03,1.1353,1.2715
2018-12-04,1.1341,1.2738
2018-12-05,1.1347,1.2778
2018-12-06,1.1377,1.2731
2018-12-07,1.1382,1.2731
2018-12-08,1.1382,1.2563
2018-12-10,1.1353,1.2488
2018-12-11,1.1319,1.2634
2018-12-12,1.1371,1.266
2018-12-13,1.1358,1.2588
2018-12-14,1.1309,1.2588
2018-12-15,1.1309,1.2614
2018-12-17,1.1348,1.2648
2018-12-18,1.1369,1.2619
2018-12-19,1.138,1.266
2018-12-20,1.1451,1.2658
2018-12-21,1.1383,1.2658
2018-12-22,1.1383,1.2698
2018-12-24,1.1399,1.2671
2018-12-25,1.1402,1.2641
2018-12-26,1.1356,1.2648
2018-12-27,1.1429,1.2708
2018-12-28,1.1438,1.2708
2018-12-29,1.1438,1.2747
2018-12-31,1.1482,1.2738
2019-01-01,1.1465,1.2474
2019-01-02,1.1338,1.2635
2019-01-03,1.1394,1.273
2019-01-04,1.1396,1.273
2019-01-05,1.1396,1.2786
2019-01-07,1.1476,1.2715
2019-01-08,1.144,1.2795
2019-01-09,1.1546,1.2752
2019-01-10,1.1499,1.2852
2019-01-11,1.147,1.2852
2019-01-12,1.147,1.2865
2019-01-14,1.1468,1.2868
2019-01-15,1.1406,1.2881
2019-01-16,1.1396,1.2985
2019-01-17,1.1388,1.2883
2019-01-18,1.1372,1.2883
2019-01-22,1.1362,1.3078
2019-01-23,1.1379,1.3071
2019-01-24,1.1307,1.3202
2019-01-25,1.14,1.3202
2019-01-26,1.14,1.3149
2019-01-28,1.1428,1.3079
2019-01-29,1.1435,1.3118
2019-01-30,1.1482,1.3109
2019-01-31,1.1446,1.3091
2019-02-01,1.1457,1.3091
2019-02-02,1.1457,1.3041
2019-02-04,1.1436,1.295
2019-02-05,1.1406,1.2938
2019-02-06,1.1364,1.2953
2019-02-07,1.1343,1.2944
2019-02-08,1.1335,1.2944
2019-02-09,1.1335,1.2859
2019-02-11,1.1276,1.2893
2019-02-12,1.1329,1.2849
2019-02-13,1.1255,1.2801
2019-02-14,1.1296,1.2896
2019-02-15,1.1296,1.2896
2019-02-19,1.1338,1.305
2019-02-20,1.1345,1.3037
2019-02-21,1.1339,1.3053
2019-02-22,1.1342,1.3053
2019-02-23,1.1342,1.3118
2019-02-25,1.1358,1.3255
2019-02-26,1.1392,1.331
2019-02-27,1.1372,1.3262
2019-02-28,1.1369,1.3209
2019-03-01,1.1378,1.3209
2019-03-02,1.1378,1.3179
2019-03-04,1.1339,1.3149
2019-03-05,1.1301,1.3171
2019-03-06,1.1308,1.3081
2019-03-07,1.1192,1.3017
2019-03-08,1.1239,1.3017
2019-03-09,1.1239,1.3246
2019-03-11,1.1264,1.3075
2019-03-12,1.129,1.3312
2019-03-13,1.1336,1.3249
2019-03-14,1.1307,1.3318
2019-03-15,1.1344,1.3318
2019-03-16,1.1344,1.3243
2019-03-18,1.1335,1.3269
2019-03-19,1.1353,1.3194
2019-03-20,1.1423,1.3128
2019-03-21,1.1377,1.3212
2019-03-22,1.13,13212
